a. Contributor unique ID,b. Preferred name,FIRST NAME,LAST NAME,c. Variant name,ccc. Source of Name,c1. Variant name 2,cc1. Language of name,ccc1. Source of name 2,d. Nationality,e. Birth date,e. Birth date,f. Death date,f. Death date,g. Role,g1. Role,h. Display Biography,i. Sex,j. Source,j1. Source,jj1. Source,j3. Source 2,jj2. Source 2 “page”,k. Contributor,o. Culture,p. Related Person Name (SPOUSE),p1. Related Person Name (MOTHER),p2. Related Person Name (FATHER)
,"LASTNAME,FIRSTNAME",,,FULL NAME,,,,,,,YEAR,,YEAR,,,"FORMAT (Nationality, role, birth date-hyphen-death date)",GENDER,,,,,Wikidata QID (format http://www.wikidata.org/entity/Q113388358),,,,,
OAINDOD572,"Sahoo,Bibhuti Bhusan",Bibhuti Bhusan,Sahoo,Bibhuti Bhusan Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ବିଭୂତି ଭୂଷଣ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387811,O Foundation,Odia people,,,
OAINDOD573,"Sahoo,Biswajit ",Biswajit ,Sahoo,Biswajit Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ବିଶ୍ୱଜିତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387845,O Foundation,Odia people,,,
OAINDOD574,"Sahoo,Chuguli ",Chuguli ,Sahoo,Chuguli Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଚୁଗୁଲି",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387880,O Foundation,Odia people,,,
OAINDOD575,"Sahoo,Dinabandhu ",Dinabandhu ,Sahoo,Dinabandhu Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଦୀନବନ୍ଧୁ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,art historian,,Indian contemporary art historian,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387908,O Foundation,Odia people,,,
OAINDOD576,"Sahoo,Dinabandhu ",Dinabandhu ,Sahoo,Dinabandhu Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଦୀନବନ୍ଧୁ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q102207701,O Foundation,Odia people,,,
OAINDOD577,"Sahoo,Jyotish Kumar",Jyotish Kumar,Sahoo,Jyotish Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଜ୍ୟୋତିଷ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388001,O Foundation,Odia people,,,
OAINDOD578,"Sahoo,Lipun Kumar",Lipun Kumar,Sahoo,Lipun Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଲିପୁନ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388047,O Foundation,Odia people,,,
OAINDOD579,"Sahoo,Mamata Rani",Mamata Rani,Sahoo,Mamata Rani Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ମମତା ରାଣୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388063,O Foundation,Odia people,,,
OAINDOD580,"Sahoo,Manash Kumar",Manash Kumar,Sahoo,Manash Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ମାନସ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,1981-09-20,1981,,,artist,,"Indian artist, born 1981",male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q24578455,O Foundation,Odia people,,,
OAINDOD581,"Sahoo,Manoj Kumar",Manoj Kumar,Sahoo,Manoj Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ମନୋଜ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388083,O Foundation,Odia people,,,
OAINDOD582,"Sahoo,Nibedita ",Nibedita ,Sahoo,Nibedita Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ନିବେଦିତା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388129,O Foundation,Odia people,,,
OAINDOD583,"Sahoo,Nityananda ",Nityananda ,Sahoo,Nityananda Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ନିତ୍ୟାନନ୍ଦ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388150,O Foundation,Odia people,,,
OAINDOD584,"Sahoo,Pabitra Kumar",Pabitra Kumar,Sahoo,Pabitra Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପବିତ୍ର କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388156,O Foundation,Odia people,,,
OAINDOD585,"Sahoo,Prabodh ",Prabodh ,Sahoo,Prabodh Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରବୋଧ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388173,O Foundation,Odia people,,,
OAINDOD586,"Sahoo,Prabodha Kumar",Prabodha Kumar,Sahoo,Prabodha Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରବୋଧ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388174,O Foundation,Odia people,,,
OAINDOD587,"Sahoo,Pradipta Kumar",Pradipta Kumar,Sahoo,Pradipta Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରଦୀପ୍ତ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388180,O Foundation,Odia people,,,
OAINDOD588,"Sahoo,Prasanna Kumar",Prasanna Kumar,Sahoo,Prasanna Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରସନ୍ନ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388194,O Foundation,Odia people,,,
OAINDOD589,"Sahoo,Prasant ",Prasant ,Sahoo,Prasant Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରଶାନ୍ତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388197,O Foundation,Odia people,,,
OAINDOD590,"Sahoo,Prasanta ",Prasanta ,Sahoo,Prasanta Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରଶାନ୍ତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388206,O Foundation,Odia people,,,
OAINDOD591,"Sahoo,Prasanta Kumar",Prasanta Kumar,Sahoo,Prasanta Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରଶାନ୍ତ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388203,O Foundation,Odia people,,,
OAINDOD592,"Sahoo,Priya Ballav",Priya Ballav,Sahoo,Priya Ballav Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରିୟା ବଳବ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388224,O Foundation,Odia people,,,
OAINDOD593,"Sahoo,Priyadarshini ",Priyadarshini ,Sahoo,Priyadarshini Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ପ୍ରିୟଦର୍ଶିନୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388225,O Foundation,Odia people,,,
OAINDOD594,"Sahoo,Raghunath ",Raghunath ,Sahoo,Raghunath Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ରଘୁନାଥ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388253,O Foundation,Odia people,,,
OAINDOD595,"Sahoo,Rajballav ",Rajballav ,Sahoo,Rajballav Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ରାଜବଲ୍ଲଭ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388261,O Foundation,Odia people,,,
OAINDOD596,"Sahoo,Rajendra ",Rajendra ,Sahoo,Rajendra Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ରାଜେନ୍ଦ୍ର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,sculptor,,Indian contemporary sculptor,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388266,O Foundation,Odia people,,,
OAINDOD597,"Sahoo,Rajendra Kumar",Rajendra Kumar,Sahoo,Rajendra Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ରାଜେନ୍ଦ୍ର କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388265,O Foundation,Odia people,,,
OAINDOD598,"Sahoo,Rajiba Lochan",Rajiba Lochan,Sahoo,Rajiba Lochan Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ରାଜୀବ ଲୋଚନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388276,O Foundation,Odia people,,,
OAINDOD599,"Sahoo,Rama Chandra",Rama Chandra,Sahoo,Rama Chandra Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ରାମଚନ୍ଦ୍ର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388281,O Foundation,Odia people,,,
OAINDOD600,"Sahoo,Sabita Manjari",Sabita Manjari,Sahoo,Sabita Manjari Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସବିତା ମଞ୍ଜରୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388309,O Foundation,Odia people,,,
OAINDOD601,"Sahoo,Sandhya Rani",Sandhya Rani,Sahoo,Sandhya Rani Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସନ୍ଧ୍ୟା ରାଣୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388349,O Foundation,Odia people,,,
OAINDOD602,"Sahoo,Sasmita ",Sasmita ,Sahoo,Sasmita Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସସ୍ମିତା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388396,O Foundation,Odia people,,,
OAINDOD603,"Sahoo,Saswat Ranjan",Saswat Ranjan,Sahoo,Saswat Ranjan Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଶାଶ୍ୱତ ରଞ୍ଜନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,2003-01-12,2003,,,artist,,"Indian artist, born 2003",male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q105387315,O Foundation,Odia people,,,
OAINDOD604,"Sahoo,Satrughna ",Satrughna ,Sahoo,Satrughna Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଶତ୍ରୁଘ୍ନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388397,O Foundation,Odia people,,,
OAINDOD605,"Sahoo,Satyabrata ",Satyabrata ,Sahoo,Satyabrata Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସତ୍ୟବ୍ରତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388403,O Foundation,Odia people,,,
OAINDOD606,"Sahoo,Satyajit ",Satyajit ,Sahoo,Satyajit Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସତ୍ୟଜିତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,sculptor,,Indian contemporary sculptor,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388406,O Foundation,Odia people,,,
OAINDOD607,"Sahoo,Snehanjali ",Snehanjali ,Sahoo,Snehanjali Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସ୍ନେହାଞ୍ଜଳି",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388435,O Foundation,Odia people,,,
OAINDOD608,"Sahoo,Sonali Swetapadma",Sonali Swetapadma,Sahoo,Sonali Swetapadma Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସୋନାଲି ଶ୍ୱେତାପଦ୍ମା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388441,O Foundation,Odia people,,,
OAINDOD609,"Sahoo,Soumya Ranjan",Soumya Ranjan,Sahoo,Soumya Ranjan Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସୌମ୍ୟରଞ୍ଜନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388449,O Foundation,Odia people,,,
OAINDOD610,"Sahoo,Sudarsan ",Sudarsan ,Sahoo,Sudarsan Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସୁଦର୍ଶନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388482,O Foundation,Odia people,,,
OAINDOD611,"Sahoo,Sudhir Kumar",Sudhir Kumar,Sahoo,Sudhir Kumar Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସୁଧୀର କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388487,O Foundation,Odia people,,,
OAINDOD612,"Sahoo,Trilochana ",Trilochana ,Sahoo,Trilochana Sahoo,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ତ୍ରିଲୋଚନା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388536,O Foundation,Odia people,,,
OAINDOD613,"Sahu,Bijay Kumar",Bijay Kumar,Sahu,Bijay Kumar Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ବିଜୟ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387817,O Foundation,Odia people,,,
OAINDOD614,"Sahu,Dasarathi ",Dasarathi ,Sahu,Dasarathi Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଦଶରଥୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387885,O Foundation,Odia people,,,
OAINDOD615,"Sahu,Dharmanjaya ",Dharmanjaya ,Sahu,Dharmanjaya Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଧର୍ମଞ୍ଜୟ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387895,O Foundation,Odia people,,,
OAINDOD616,"Sahu,Gajendra Prasad",Gajendra Prasad,Sahu,Gajendra Prasad Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଗଜେନ୍ଦ୍ର ପ୍ରସାଦ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387923,O Foundation,Odia people,,,
OAINDOD617,"Sahu,Himanshu Sekhar",Himanshu Sekhar,Sahu,Himanshu Sekhar Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ହିମାଂଶୁ ଶେଖର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387958,O Foundation,Odia people,,,
OAINDOD618,"Sahu,Jitendra Kumar",Jitendra Kumar,Sahu,Jitendra Kumar Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ଜିତେନ୍ଦ୍ର କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387994,O Foundation,Odia people,,,
OAINDOD619,"Sahu,Karunakar ",Karunakar ,Sahu,Karunakar Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,କରୁଣାକର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388015,O Foundation,Odia people,,,
OAINDOD620,"Sahu,Kishore Kumar",Kishore Kumar,Sahu,Kishore Kumar Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,କିଶୋର କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388022,O Foundation,Odia people,,,
OAINDOD621,"Sahu,Mayadhara ",Mayadhara ,Sahu,Mayadhara Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ମାୟାଧର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388093,O Foundation,Odia people,,,
OAINDOD622,"Sahu,Nityananda ",Nityananda ,Sahu,Nityananda Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ନିତ୍ୟାନନ୍ଦ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388151,O Foundation,Odia people,,,
OAINDOD623,"Sahu,Santosini ",Santosini ,Sahu,Santosini Sahu,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ସାହୁ,ସନ୍ତୋଷିନୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388377,O Foundation,Odia people,,,
